================================================================
BIO-REACTOR LSTM MODEL PERFORMANCE REPORT
================================================================

STATE VARIABLE       | MSE (Mean Sq. Error) | MAE (Mean Abs. Error) | R2 Score  
0.4482     | 0.100000        | 0.099987        | 0.000013       
0.4562     | 0.100000        | 0.099853        | 0.000147       
0.4642     | 0.100000        | 0.099739        | 0.000261       
0.4722     | 0.100000        | 0.099645        | 0.000355       
0.4802     | 0.100000        | 0.099572        | 0.000428       
0.4882     | 0.100000        | 0.099519        | 0.000481       
0.4962     | 0.100000        | 0.099485        | 0.000515       
0.5042     | 0.100000        | 0.099468        | 0.000532       
0.5122     | 0.100000        | 0.099466        | 0.000534       
0.5202     | 0.100000        | 0.099477        | 0.000523       
0.5282     | 0.100000        | 0.099500        | 0.000500       
0.5362     | 0.100000        | 0.099532        | 0.000468       
0.5442     | 0.100000        | 0.099570        | 0.000430       
0.5522     | 0.100000        | 0.099615        | 0.000385       
0.5602     | 0.100000        | 0.099664        | 0.000336       
0.5682     | 0.100000        | 0.099716        | 0.000284       
0.5762     | 0.100000        | 0.099769        | 0.000231       
0.5842     | 0.100000        | 0.099824        | 0.000176       
0.5922     | 0.100000        | 0.099877        | 0.000123       
0.6002     | 0.100000        | 0.099930        | 0.000070       
0.6082     | 0.100000        | 0.099981        | 0.000019       
0.6162     | 0.100000        | 0.100030        | 0.000030       
0.6242     | 0.100000        | 0.100077        | 0.000077       
0.6323     | 0.100000        | 0.100121        | 0.000121       
0.6403     | 0.100000        | 0.100161        | 0.000161       
0.6483     | 0.100000        | 0.100199        | 0.000199       
0.6563     | 0.100000        | 0.100232        | 0.000232       
0.6643     | 0.100000        | 0.100262        | 0.000262       
0.6723     | 0.100000        | 0.100288        | 0.000288       
0.6803     | 0.100000        | 0.100310        | 0.000310       
0.6883     | 0.100000        | 0.100328        | 0.000328       
0.6963     | 0.100000        | 0.100343        | 0.000343       
0.7043     | 0.100000        | 0.100354        | 0.000354       
0.7123     | 0.100000        | 0.100362        | 0.000362       
0.7203     | 0.100000        | 0.100366        | 0.000366       
0.7283     | 0.100000        | 0.100366        | 0.000366       
0.7363     | 0.100000        | 0.100364        | 0.000364       
0.7443     | 0.100000        | 0.100359        | 0.000359       
0.7523     | 0.100000        | 0.100352        | 0.000352       
0.7603     | 0.100000        | 0.100342        | 0.000342       
0.7683     | 0.100000        | 0.100330        | 0.000330       
0.7763     | 0.100000        | 0.100316        | 0.000316       
0.7843     | 0.100000        | 0.100300        | 0.000300       
0.7923     | 0.100000        | 0.100282        | 0.000282       
0.8003     | 0.100000        | 0.100262        | 0.000262       
0.8083     | 0.100000        | 0.100241        | 0.000241       
0.8163     | 0.100000        | 0.100219        | 0.000219       
0.8243     | 0.100000        | 0.100195        | 0.000195       
0.8323     | 0.100000        | 0.100171        | 0.000171       
0.8403     | 0.100000        | 0.100146        | 0.000146       
0.8483     | 0.100000        | 0.100120        | 0.000120       
0.8563     | 0.100000        | 0.100093        | 0.000093       
0.8643     | 0.100000        | 0.100067        | 0.000067       
0.8723     | 0.100000        | 0.100040        | 0.000040       
0.8804     | 0.100000        | 0.100014        | 0.000014       
0.8884     | 0.100000        | 0.099988        | 0.000012       
0.8964     | 0.100000        | 0.099962        | 0.000038       
0.9044     | 0.100000        | 0.099936        | 0.000064       
0.9124     | 0.100000        | 0.099911        | 0.000089       
0.9204     | 0.100000        | 0.099887        | 0.000113       
0.9284     | 0.100000        | 0.099864        | 0.000136       
0.9364     | 0.100000        | 0.099841        | 0.000159       
0.9444     | 0.100000        | 0.099820        | 0.000180       
0.9524     | 0.100000        | 0.099799        | 0.000201       
0.9604     | 0.100000        | 0.099780        | 0.000220       
0.9684     | 0.100000        | 0.099762        | 0.000238       
0.9764     | 0.100000        | 0.099746        | 0.000254       
0.9844     | 0.100000        | 0.099730        | 0.000270       
0.9924     | 0.100000        | 0.099716        | 0.000284       
1.0004     | 0.100000        | 0.099704        | 0.000296       
1.0084     | 0.100000        | 0.099692        | 0.000308       
1.0164     | 0.100000        | 0.099683        | 0.000317       
1.0244     | 0.100000        | 0.099674        | 0.000326       
1.0324     | 0.100000        | 0.099668        | 0.000332       
1.0404     | 0.100000        | 0.099662        | 0.000338       
1.0484     | 0.100000        | 0.099659        | 0.000341       
1.0564     | 0.100000        | 0.099657        | 0.000343       
1.0644     | 0.100000        | 0.099657        | 0.000343       
1.0724     | 0.100000        | 0.099658        | 0.000342       
1.0804     | 0.100000        | 0.099661        | 0.000339       
1.0884     | 0.100000        | 0.099666        | 0.000334       
1.0964     | 0.100000        | 0.099671        | 0.000329       
1.1044     | 0.100000        | 0.099679        | 0.000321       
1.1124     | 0.100000        | 0.099688        | 0.000312       
1.1204     | 0.100000        | 0.099698        | 0.000302       
1.1285     | 0.100000        | 0.099709        | 0.000291       
1.1365     | 0.100000        | 0.099722        | 0.000278       
1.1445     | 0.100000        | 0.099736        | 0.000264       
1.1525     | 0.100000        | 0.099751        | 0.000249       
1.1605     | 0.100000        | 0.099767        | 0.000233       
1.1685     | 0.100000        | 0.099784        | 0.000216       
1.1765     | 0.100000        | 0.099802        | 0.000198       
1.1845     | 0.100000        | 0.099821        | 0.000179       
1.1925     | 0.100000        | 0.099840        | 0.000160       
1.2005     | 0.100000        | 0.099860        | 0.000140       
1.2085     | 0.100000        | 0.099881        | 0.000119       
1.2165     | 0.100000        | 0.099901        | 0.000099       
1.2245     | 0.100000        | 0.099922        | 0.000078       
1.2325     | 0.100000        | 0.099944        | 0.000056       
1.2405     | 0.100000        | 0.099966        | 0.000034       
1.2485     | 0.100000        | 0.099988        | 0.000012       
1.2565     | 0.100000        | 0.100010        | 0.000010       
1.2645     | 0.100000        | 0.100032        | 0.000032       
1.2725     | 0.100000        | 0.100054        | 0.000054       
1.2805     | 0.100000        | 0.100077        | 0.000077       
1.2885     | 0.100000        | 0.100098        | 0.000098       
1.2965     | 0.100000        | 0.100120        | 0.000120       
1.3045     | 0.100000        | 0.100141        | 0.000141       
1.3125     | 0.100000        | 0.100162        | 0.000162       
1.3205     | 0.100000        | 0.100183        | 0.000183       
1.3285     | 0.100000        | 0.100202        | 0.000202       
1.3365     | 0.100000        | 0.100221        | 0.000221       
1.3445     | 0.100000        | 0.100240        | 0.000240       
1.3525     | 0.100000        | 0.100257        | 0.000257       
1.3605     | 0.100000        | 0.100274        | 0.000274       
1.3685     | 0.100000        | 0.100289        | 0.000289       
1.3766     | 0.100000        | 0.100304        | 0.000304       
1.3846     | 0.100000        | 0.100318        | 0.000318       
1.3926     | 0.100000        | 0.100330        | 0.000330       
1.4006     | 0.100000        | 0.100342        | 0.000342       
1.4086     | 0.100000        | 0.100352        | 0.000352       
1.4166     | 0.100000        | 0.100361        | 0.000361       
1.4246     | 0.100000        | 0.100369        | 0.000369       
1.4326     | 0.100000        | 0.100375        | 0.000375       
1.4406     | 0.100000        | 0.100380        | 0.000380       
1.4486     | 0.100000        | 0.100384        | 0.000384       
1.4566     | 0.100000        | 0.100387        | 0.000387       
1.4646     | 0.100000        | 0.100388        | 0.000388       
1.4726     | 0.100000        | 0.100389        | 0.000389       
1.4806     | 0.100000        | 0.100388        | 0.000388       
1.4886     | 0.100000        | 0.100386        | 0.000386       
1.4966     | 0.100000        | 0.100383        | 0.000383       
1.5046     | 0.100000        | 0.100379        | 0.000379       
1.5126     | 0.100000        | 0.100373        | 0.000373       
1.5206     | 0.100000        | 0.100367        | 0.000367       
1.5286     | 0.100000        | 0.100359        | 0.000359       
1.5366     | 0.100000        | 0.100351        | 0.000351       
1.5446     | 0.100000        | 0.100341        | 0.000341       
1.5526     | 0.100000        | 0.100330        | 0.000330       
1.5606     | 0.100000        | 0.100318        | 0.000318       
1.5686     | 0.100000        | 0.100305        | 0.000305       
1.5766     | 0.100000        | 0.100292        | 0.000292       
1.5846     | 0.100000        | 0.100277        | 0.000277       
1.5926     | 0.100000        | 0.100262        | 0.000262       
1.6006     | 0.100000        | 0.100246        | 0.000246       
1.6086     | 0.100000        | 0.100229        | 0.000229       
1.6166     | 0.100000        | 0.100211        | 0.000211       
1.6246     | 0.100000        | 0.100193        | 0.000193       
1.6327     | 0.100000        | 0.100174        | 0.000174       
1.6407     | 0.100000        | 0.100155        | 0.000155       
1.6487     | 0.100000        | 0.100136        | 0.000136       
1.6567     | 0.100000        | 0.100117        | 0.000117       
1.6647     | 0.100000        | 0.100097        | 0.000097       
1.6727     | 0.100000        | 0.100076        | 0.000076       
1.6807     | 0.100000        | 0.100056        | 0.000056       
1.6887     | 0.100000        | 0.100035        | 0.000035       
1.6967     | 0.100000        | 0.100014        | 0.000014       
1.7047     | 0.100000        | 0.099993        | 0.000007       
1.7127     | 0.100000        | 0.099972        | 0.000028       
1.7207     | 0.100000        | 0.099951        | 0.000049       
1.7287     | 0.100000        | 0.099930        | 0.000070       
1.7367     | 0.100000        | 0.099909        | 0.000091       
1.7447     | 0.100000        | 0.099889        | 0.000111       
1.7527     | 0.100000        | 0.099869        | 0.000131       
1.7607     | 0.100000        | 0.099849        | 0.000151       
1.7687     | 0.100000        | 0.099830        | 0.000170       
1.7767     | 0.100000        | 0.099811        | 0.000189       
1.7847     | 0.100000        | 0.099793        | 0.000207       
1.7927     | 0.100000        | 0.099776        | 0.000224       
1.8007     | 0.100000        | 0.099759        | 0.000241       
1.8087     | 0.100000        | 0.099743        | 0.000257       
1.8167     | 0.100000        | 0.099727        | 0.000273       
1.8247     | 0.100000        | 0.099713        | 0.000287       
1.8327     | 0.100000        | 0.099699        | 0.000301       
1.8407     | 0.100000        | 0.099686        | 0.000314       
1.8487     | 0.100000        | 0.099674        | 0.000326       
